id,entropy,num_rākau,rākau,description
f6831e25-a236-42d3-a2e1-f7970fa24f0a,3.0,2,"[{""color"": ""brown"", ""height"": 9, ""location"": 19, ""selected"": true}, {""color"": ""yellow"", ""height"": 5, ""location"": 10, ""selected"": true}]",ngā rākau
76204705-84fe-4c6d-bd70-f101bbe1bb64,3.0,2,"[{""color"": ""brown"", ""height"": 1, ""location"": 13, ""selected"": true}, {""color"": ""yellow"", ""height"": 10, ""location"": 17, ""selected"": true}]",ngā rākau
55abe8e2-1211-4b1c-a05d-4f414f9031e7,3.0,2,"[{""color"": ""pink"", ""height"": 7, ""location"": 5, ""selected"": true}, {""color"": ""red"", ""height"": 6, ""location"": 12, ""selected"": true}]",ngā rākau
a72edc3e-b394-4aa6-9013-766c4d1c0318,3.0,2,"[{""color"": ""white"", ""height"": 7, ""location"": 17, ""selected"": true}, {""color"": ""red"", ""height"": 6, ""location"": 20, ""selected"": false}]",te rākau mā
01345805-7fa5-4457-9a2e-a59529ce87fa,3.0,2,"[{""color"": ""green"", ""height"": 10, ""location"": 14, ""selected"": true}, {""color"": ""yellow"", ""height"": 7, ""location"": 3, ""selected"": true}]",ngā rākau
0a60c7c7-fa84-41ad-bf72-ad926ac791db,3.0,2,"[{""color"": ""red"", ""height"": 2, ""location"": 1, ""selected"": true}, {""color"": ""green"", ""height"": 5, ""location"": 2, ""selected"": true}]",ngā rākau
e246d3bc-57cf-4646-801e-7fc30087d0fa,3.0,2,"[{""color"": ""pink"", ""height"": 5, ""location"": 8, ""selected"": false}, {""color"": ""green"", ""height"": 7, ""location"": 4, ""selected"": true}]",te rākau kākāriki
b608afa6-7e31-4cff-847d-6801fb026f53,3.0,2,"[{""color"": ""red"", ""height"": 8, ""location"": 16, ""selected"": false}, {""color"": ""pink"", ""height"": 7, ""location"": 6, ""selected"": true}]",te rākau māwhero
a189af8a-9ade-442f-ba29-c8321939f52f,3.0,2,"[{""color"": ""pink"", ""height"": 9, ""location"": 3, ""selected"": true}, {""color"": ""blue"", ""height"": 4, ""location"": 2, ""selected"": false}]",te rākau māwhero
8cabd97a-e9e5-4126-b700-5fbccef836ff,3.0,2,"[{""color"": ""red"", ""height"": 2, ""location"": 19, ""selected"": true}, {""color"": ""green"", ""height"": 10, ""location"": 6, ""selected"": true}]",ngā rākau
8affe431-83f2-4d5f-9784-7d0ed9340aff,3.0,2,"[{""color"": ""yellow"", ""height"": 4, ""location"": 2, ""selected"": false}, {""color"": ""black"", ""height"": 9, ""location"": 1, ""selected"": true}]",te rākau pango
0ef57153-5247-47fa-bdbb-ce6c92562a28,3.0,2,"[{""color"": ""red"", ""height"": 2, ""location"": 16, ""selected"": true}, {""color"": ""pink"", ""height"": 5, ""location"": 20, ""selected"": true}]",ngā rākau
60750d65-2175-4f39-a223-11e36a0f0218,3.0,2,"[{""color"": ""pink"", ""height"": 6, ""location"": 11, ""selected"": false}, {""color"": ""white"", ""height"": 7, ""location"": 3, ""selected"": true}]",te rākau mā
4495c4b9-cd0d-4ad7-b9d8-81e7c07db494,3.0,2,"[{""color"": ""black"", ""height"": 4, ""location"": 11, ""selected"": false}, {""color"": ""pink"", ""height"": 10, ""location"": 17, ""selected"": true}]",te rākau māwhero
61434c53-cbc9-45ec-ad37-ef3278b6480c,3.0,2,"[{""color"": ""black"", ""height"": 2, ""location"": 6, ""selected"": true}, {""color"": ""white"", ""height"": 1, ""location"": 11, ""selected"": true}]",ngā rākau
be1403ce-c8d0-40cb-aad6-977f64d4e044,3.0,2,"[{""color"": ""green"", ""height"": 5, ""location"": 13, ""selected"": true}, {""color"": ""red"", ""height"": 4, ""location"": 7, ""selected"": true}]",ngā rākau
3e499caf-d7f1-4121-ba0f-18349fa52922,3.0,2,"[{""color"": ""black"", ""height"": 5, ""location"": 12, ""selected"": true}, {""color"": ""yellow"", ""height"": 9, ""location"": 16, ""selected"": true}]",ngā rākau
c15592ec-7654-4c4d-a3f4-d91d706abfd5,2.0,2,"[{""color"": ""blue"", ""height"": 5, ""location"": 6, ""selected"": true}, {""color"": ""blue"", ""height"": 9, ""location"": 2, ""selected"": true}]",ngā rākau
04cf0902-c458-4690-85d8-63048814ff57,3.0,2,"[{""color"": ""red"", ""height"": 8, ""location"": 5, ""selected"": true}, {""color"": ""yellow"", ""height"": 2, ""location"": 12, ""selected"": true}]",ngā rākau
64f2682e-9b4f-4f9c-9f1a-5a50b95f8b9c,2.0,2,"[{""color"": ""green"", ""height"": 4, ""location"": 7, ""selected"": true}, {""color"": ""green"", ""height"": 5, ""location"": 1, ""selected"": true}]",ngā rākau
d550ed7f-6331-4569-8d1d-f8666924403e,3.0,2,"[{""color"": ""pink"", ""height"": 8, ""location"": 13, ""selected"": false}, {""color"": ""white"", ""height"": 7, ""location"": 11, ""selected"": true}]",te rākau mā
8c7e9618-bfbc-472d-b626-a70df7a391ec,3.0,2,"[{""color"": ""blue"", ""height"": 10, ""location"": 12, ""selected"": true}, {""color"": ""pink"", ""height"": 8, ""location"": 9, ""selected"": false}]",te rākau kikorangi
a233263f-245b-4526-ab81-5a957f64a0d7,3.0,2,"[{""color"": ""blue"", ""height"": 1, ""location"": 6, ""selected"": true}, {""color"": ""brown"", ""height"": 5, ""location"": 12, ""selected"": false}]",te rākau kikorangi
7233fd82-237f-4a13-8ef9-0ab050474c8d,3.0,2,"[{""color"": ""yellow"", ""height"": 7, ""location"": 7, ""selected"": true}, {""color"": ""pink"", ""height"": 1, ""location"": 13, ""selected"": true}]",ngā rākau
506919b9-7280-445b-b019-10c0f9d0b3b3,3.0,2,"[{""color"": ""red"", ""height"": 4, ""location"": 20, ""selected"": true}, {""color"": ""green"", ""height"": 6, ""location"": 18, ""selected"": false}]",te rākau whero
da68795c-aaf7-44d5-af85-ac3631dd1b9b,2.0,2,"[{""color"": ""black"", ""height"": 10, ""location"": 13, ""selected"": true}, {""color"": ""white"", ""height"": 10, ""location"": 11, ""selected"": true}]",ngā rākau
5bc66d9b-f0b8-4fc4-bda5-26fb3965ec94,3.0,2,"[{""color"": ""blue"", ""height"": 9, ""location"": 6, ""selected"": true}, {""color"": ""white"", ""height"": 4, ""location"": 13, ""selected"": false}]",te rākau kikorangi
3d2c3a99-08b8-4d03-b8f6-a270650b1d28,3.0,2,"[{""color"": ""red"", ""height"": 2, ""location"": 20, ""selected"": true}, {""color"": ""pink"", ""height"": 7, ""location"": 5, ""selected"": false}]",te rākau whero
4c5f71b6-ac9d-479d-a2a6-fd0a0f17367a,3.0,2,"[{""color"": ""red"", ""height"": 6, ""location"": 1, ""selected"": false}, {""color"": ""black"", ""height"": 10, ""location"": 15, ""selected"": true}]",te rākau pango
b282f99a-5e49-406f-bba7-d8eb7c889669,3.0,2,"[{""color"": ""red"", ""height"": 10, ""location"": 16, ""selected"": true}, {""color"": ""blue"", ""height"": 8, ""location"": 19, ""selected"": true}]",ngā rākau
4716119f-e269-433a-8eba-9d8bc1546627,2.0,2,"[{""color"": ""pink"", ""height"": 8, ""location"": 18, ""selected"": true}, {""color"": ""yellow"", ""height"": 8, ""location"": 1, ""selected"": true}]",ngā rākau
d2c6bc0d-919a-4e0e-8931-a155f641a7d6,3.0,2,"[{""color"": ""white"", ""height"": 9, ""location"": 14, ""selected"": false}, {""color"": ""yellow"", ""height"": 10, ""location"": 17, ""selected"": true}]",te rākau kōwhai
f0f1aced-414f-46da-a931-54ff2c0b4324,3.0,2,"[{""color"": ""red"", ""height"": 1, ""location"": 13, ""selected"": false}, {""color"": ""black"", ""height"": 10, ""location"": 8, ""selected"": true}]",te rākau pango
4678e31f-ec10-49ac-b7f6-6acf96f7c752,3.0,2,"[{""color"": ""green"", ""height"": 7, ""location"": 9, ""selected"": true}, {""color"": ""red"", ""height"": 3, ""location"": 6, ""selected"": true}]",ngā rākau
9e67da8f-2dcb-49d0-a7b4-8bd94956a180,3.0,2,"[{""color"": ""green"", ""height"": 4, ""location"": 17, ""selected"": true}, {""color"": ""yellow"", ""height"": 8, ""location"": 12, ""selected"": true}]",ngā rākau
30ebaa6b-4caa-486e-a9e7-132fcca3a7aa,3.0,2,"[{""color"": ""black"", ""height"": 6, ""location"": 7, ""selected"": true}, {""color"": ""blue"", ""height"": 3, ""location"": 11, ""selected"": true}]",ngā rākau
5c85445e-2f10-4e87-843e-1bc5c4b79c89,3.0,2,"[{""color"": ""blue"", ""height"": 1, ""location"": 11, ""selected"": true}, {""color"": ""green"", ""height"": 3, ""location"": 9, ""selected"": true}]",ngā rākau
c186fe32-04d8-48f7-99f3-28cbab5796b2,3.0,2,"[{""color"": ""yellow"", ""height"": 3, ""location"": 3, ""selected"": true}, {""color"": ""green"", ""height"": 6, ""location"": 15, ""selected"": true}]",ngā rākau
c2353428-782c-495e-a858-e361b1ad0c6e,3.0,2,"[{""color"": ""brown"", ""height"": 7, ""location"": 15, ""selected"": true}, {""color"": ""white"", ""height"": 3, ""location"": 11, ""selected"": false}]",te rākau parauri
06c33e1c-122f-44e5-b74c-5e03ff579932,3.0,2,"[{""color"": ""pink"", ""height"": 3, ""location"": 10, ""selected"": false}, {""color"": ""black"", ""height"": 6, ""location"": 20, ""selected"": true}]",te rākau pango
f367b484-d4e4-4c0f-af2d-1ece1cb37423,3.0,2,"[{""color"": ""yellow"", ""height"": 8, ""location"": 14, ""selected"": true}, {""color"": ""red"", ""height"": 7, ""location"": 4, ""selected"": true}]",ngā rākau
0463f066-e8a3-492b-ac64-bc2c29e0bdea,3.0,2,"[{""color"": ""pink"", ""height"": 9, ""location"": 17, ""selected"": true}, {""color"": ""blue"", ""height"": 7, ""location"": 16, ""selected"": false}]",te rākau māwhero
e0bc9676-7809-41f5-b88c-aeb941e8dc71,2.0,2,"[{""color"": ""green"", ""height"": 8, ""location"": 18, ""selected"": true}, {""color"": ""red"", ""height"": 8, ""location"": 3, ""selected"": true}]",ngā rākau
ec378728-ea99-469a-bd2f-c2798d404a3d,2.0,2,"[{""color"": ""yellow"", ""height"": 9, ""location"": 15, ""selected"": true}, {""color"": ""yellow"", ""height"": 3, ""location"": 16, ""selected"": true}]",ngā rākau
ee2293d4-fcf6-40c3-bb8a-06f6ec6bd33f,2.0,2,"[{""color"": ""white"", ""height"": 1, ""location"": 18, ""selected"": true}, {""color"": ""green"", ""height"": 1, ""location"": 8, ""selected"": true}]",ngā rākau
a984494f-79ea-4126-9e87-429e62126b89,3.0,2,"[{""color"": ""yellow"", ""height"": 2, ""location"": 16, ""selected"": true}, {""color"": ""pink"", ""height"": 5, ""location"": 3, ""selected"": true}]",ngā rākau
22168878-ad38-4a71-b437-0db061b4a0c7,3.0,2,"[{""color"": ""blue"", ""height"": 6, ""location"": 10, ""selected"": true}, {""color"": ""brown"", ""height"": 9, ""location"": 12, ""selected"": false}]",te rākau kikorangi
ceb6bad4-70b3-4ca9-998f-b6fdbcd16a20,2.0,2,"[{""color"": ""black"", ""height"": 6, ""location"": 14, ""selected"": true}, {""color"": ""pink"", ""height"": 6, ""location"": 2, ""selected"": true}]",ngā rākau
592c833d-584d-4abc-a2a7-cf7a6a31ebc8,3.421554168830135,3,"[{""color"": ""blue"", ""height"": 7, ""location"": 2, ""selected"": false}, {""color"": ""blue"", ""height"": 7, ""location"": 7, ""selected"": false}, {""color"": ""black"", ""height"": 6, ""location"": 14, ""selected"": true}]",te rākau pango
a4cd4936-769e-4b3c-8847-fadf6181521a,3.0,2,"[{""color"": ""blue"", ""height"": 2, ""location"": 7, ""selected"": true}, {""color"": ""white"", ""height"": 9, ""location"": 1, ""selected"": true}]",ngā rākau
0c55392d-7d8e-4354-b865-77e72b099251,3.0,2,"[{""color"": ""brown"", ""height"": 7, ""location"": 13, ""selected"": false}, {""color"": ""blue"", ""height"": 3, ""location"": 1, ""selected"": true}]",te rākau kikorangi
0223f0c1-163c-4a9b-9837-fd09bf5f5bfc,3.0,2,"[{""color"": ""pink"", ""height"": 10, ""location"": 1, ""selected"": false}, {""color"": ""black"", ""height"": 9, ""location"": 15, ""selected"": true}]",te rākau pango
5d223815-8035-4e5d-bc1a-821db480e391,3.0,2,"[{""color"": ""blue"", ""height"": 4, ""location"": 18, ""selected"": true}, {""color"": ""green"", ""height"": 1, ""location"": 20, ""selected"": true}]",ngā rākau
c298843b-3ece-49be-aedb-2b1b80241a7a,3.0,2,"[{""color"": ""red"", ""height"": 6, ""location"": 14, ""selected"": false}, {""color"": ""brown"", ""height"": 4, ""location"": 19, ""selected"": true}]",te rākau parauri
0b5baa52-63da-4275-a7a9-3578d491163a,3.0,2,"[{""color"": ""pink"", ""height"": 8, ""location"": 16, ""selected"": false}, {""color"": ""black"", ""height"": 2, ""location"": 2, ""selected"": true}]",te rākau pango
b9c17c59-80ba-456d-a500-5e7f6980c62c,3.0,2,"[{""color"": ""black"", ""height"": 9, ""location"": 15, ""selected"": true}, {""color"": ""blue"", ""height"": 7, ""location"": 11, ""selected"": true}]",ngā rākau
021fcb74-8073-4fa5-93ca-59847271ae27,3.0,2,"[{""color"": ""green"", ""height"": 6, ""location"": 7, ""selected"": true}, {""color"": ""black"", ""height"": 1, ""location"": 14, ""selected"": true}]",ngā rākau
dbb6bc58-f0dd-405e-99ba-48e8bd299b01,3.0,2,"[{""color"": ""black"", ""height"": 2, ""location"": 10, ""selected"": true}, {""color"": ""red"", ""height"": 4, ""location"": 5, ""selected"": true}]",ngā rākau
d0d5c7db-6f2a-4f9a-9d21-6d1b26bdbc29,3.0,2,"[{""color"": ""white"", ""height"": 6, ""location"": 20, ""selected"": false}, {""color"": ""brown"", ""height"": 10, ""location"": 8, ""selected"": true}]",te rākau parauri
a591e92a-8c39-4795-ad4a-d138bb1d8e7c,2.0,2,"[{""color"": ""black"", ""height"": 7, ""location"": 19, ""selected"": true}, {""color"": ""black"", ""height"": 5, ""location"": 12, ""selected"": true}]",ngā rākau
919675a1-5dc6-42fa-9ef0-a3a842308dc0,3.0,2,"[{""color"": ""yellow"", ""height"": 6, ""location"": 15, ""selected"": false}, {""color"": ""red"", ""height"": 5, ""location"": 5, ""selected"": true}]",te rākau whero
b7e3e6f2-b324-47d7-9aeb-bd55378a4744,3.0,2,"[{""color"": ""red"", ""height"": 4, ""location"": 1, ""selected"": true}, {""color"": ""green"", ""height"": 10, ""location"": 20, ""selected"": false}]",te rākau whero
fb0402f8-3759-4575-ad93-6b94e5fe43dc,2.0,2,"[{""color"": ""green"", ""height"": 6, ""location"": 1, ""selected"": true}, {""color"": ""green"", ""height"": 1, ""location"": 11, ""selected"": true}]",ngā rākau
d441aac2-814c-4a03-8cf6-7a3a9a194582,3.0,2,"[{""color"": ""green"", ""height"": 6, ""location"": 13, ""selected"": true}, {""color"": ""black"", ""height"": 10, ""location"": 7, ""selected"": false}]",te rākau kākāriki
e5dfcd44-0687-4330-8718-24d58333227f,3.0,2,"[{""color"": ""red"", ""height"": 1, ""location"": 4, ""selected"": true}, {""color"": ""yellow"", ""height"": 5, ""location"": 5, ""selected"": false}]",te rākau whero
ec2bbd6c-9bd3-4014-a0ec-03ad4ad29ece,3.0,2,"[{""color"": ""blue"", ""height"": 7, ""location"": 12, ""selected"": false}, {""color"": ""pink"", ""height"": 2, ""location"": 7, ""selected"": true}]",te rākau māwhero
3e18e8a7-a339-48e7-88d3-8b58aa689984,3.0,2,"[{""color"": ""yellow"", ""height"": 8, ""location"": 5, ""selected"": false}, {""color"": ""blue"", ""height"": 3, ""location"": 20, ""selected"": true}]",te rākau kikorangi
f54f5f91-4a84-461a-bbe2-330a76d66be7,3.0,2,"[{""color"": ""blue"", ""height"": 6, ""location"": 15, ""selected"": true}, {""color"": ""white"", ""height"": 9, ""location"": 6, ""selected"": true}]",ngā rākau
29691272-e115-46e7-a1c5-a562b8897445,3.0,2,"[{""color"": ""red"", ""height"": 4, ""location"": 7, ""selected"": false}, {""color"": ""white"", ""height"": 5, ""location"": 4, ""selected"": true}]",te rākau mā
b261b26e-71f0-4402-9b38-ee0174a6ea1d,3.0,2,"[{""color"": ""red"", ""height"": 7, ""location"": 12, ""selected"": false}, {""color"": ""green"", ""height"": 5, ""location"": 16, ""selected"": true}]",te rākau kākāriki
f9dda3b6-2053-4dd5-90c3-8c12a1592500,3.0,2,"[{""color"": ""brown"", ""height"": 2, ""location"": 18, ""selected"": true}, {""color"": ""pink"", ""height"": 9, ""location"": 13, ""selected"": true}]",ngā rākau
cd3bc8d2-fbd8-4b3d-b54f-1b6686bd4431,3.0,2,"[{""color"": ""white"", ""height"": 3, ""location"": 3, ""selected"": true}, {""color"": ""green"", ""height"": 9, ""location"": 1, ""selected"": true}]",ngā rākau
96172e8b-9f5a-4416-9908-be554926367e,3.421554168830135,3,"[{""color"": ""green"", ""height"": 7, ""location"": 7, ""selected"": true}, {""color"": ""green"", ""height"": 8, ""location"": 15, ""selected"": false}, {""color"": ""white"", ""height"": 7, ""location"": 8, ""selected"": true}]",te rākau mā me te rākau kākāriki kei te taha mauī
2dfa153c-1b2e-4a1a-b3fe-c597dd892157,3.0,2,"[{""color"": ""yellow"", ""height"": 8, ""location"": 7, ""selected"": true}, {""color"": ""red"", ""height"": 7, ""location"": 4, ""selected"": false}]",te rākau kōwhai
28994914-3082-4195-b337-cb158e9b2c28,3.0,2,"[{""color"": ""blue"", ""height"": 8, ""location"": 15, ""selected"": true}, {""color"": ""green"", ""height"": 3, ""location"": 3, ""selected"": true}]",ngā rākau
68e1b0d4-b2aa-4fb9-aa8f-654770634e52,3.0,2,"[{""color"": ""white"", ""height"": 10, ""location"": 5, ""selected"": true}, {""color"": ""green"", ""height"": 3, ""location"": 11, ""selected"": true}]",ngā rākau
7d386ebc-8c17-4fcc-9530-2e763e608677,3.0,2,"[{""color"": ""blue"", ""height"": 9, ""location"": 8, ""selected"": true}, {""color"": ""brown"", ""height"": 7, ""location"": 1, ""selected"": true}]",ngā rākau
8aa27b0f-1ffd-4386-95fc-c71dd2580fe4,3.0,2,"[{""color"": ""green"", ""height"": 2, ""location"": 2, ""selected"": true}, {""color"": ""black"", ""height"": 6, ""location"": 7, ""selected"": true}]",ngā rākau
d84f955f-406c-4a7d-a4c2-c65bc983c971,3.0,2,"[{""color"": ""brown"", ""height"": 3, ""location"": 18, ""selected"": false}, {""color"": ""white"", ""height"": 7, ""location"": 10, ""selected"": true}]",te rākau mā
c5dc4b16-a852-4c28-bb57-3883eae7910b,4.088220835496802,3,"[{""color"": ""pink"", ""height"": 4, ""location"": 3, ""selected"": true}, {""color"": ""brown"", ""height"": 4, ""location"": 6, ""selected"": true}, {""color"": ""green"", ""height"": 1, ""location"": 5, ""selected"": true}]",ngā rākau
5caea83d-c5b0-40c6-a952-fa51b0dd1e81,3.0,2,"[{""color"": ""pink"", ""height"": 7, ""location"": 6, ""selected"": true}, {""color"": ""brown"", ""height"": 2, ""location"": 2, ""selected"": true}]",ngā rākau
caa47e24-21e4-4d28-bc14-7c758ec4339f,4.088220835496802,3,"[{""color"": ""white"", ""height"": 2, ""location"": 6, ""selected"": false}, {""color"": ""yellow"", ""height"": 2, ""location"": 5, ""selected"": true}, {""color"": ""red"", ""height"": 8, ""location"": 9, ""selected"": true}]",te rākau kōwhai me te rākau whero
49a88a7b-c698-4c78-97a6-8a2ef09ad82a,4.088220835496802,3,"[{""color"": ""blue"", ""height"": 10, ""location"": 19, ""selected"": true}, {""color"": ""blue"", ""height"": 7, ""location"": 1, ""selected"": true}, {""color"": ""white"", ""height"": 2, ""location"": 17, ""selected"": true}]",ngā rākau
fe7871e4-ab78-4228-8ebf-283a157169b1,3.0,2,"[{""color"": ""pink"", ""height"": 2, ""location"": 6, ""selected"": true}, {""color"": ""white"", ""height"": 7, ""location"": 16, ""selected"": true}]",ngā rākau
49656529-6e1d-4d06-b82d-1bbb19e36c10,3.0,2,"[{""color"": ""white"", ""height"": 10, ""location"": 6, ""selected"": true}, {""color"": ""blue"", ""height"": 7, ""location"": 4, ""selected"": false}]",te rākau mā
c5a95f5e-379c-401c-88bb-0ebd1a2b9944,4.088220835496802,3,"[{""color"": ""blue"", ""height"": 1, ""location"": 20, ""selected"": true}, {""color"": ""blue"", ""height"": 8, ""location"": 19, ""selected"": false}, {""color"": ""black"", ""height"": 3, ""location"": 2, ""selected"": false}]",te rākau iti
bf02b4c7-ed53-4590-9b4e-d04c4bdf7879,4.088220835496802,3,"[{""color"": ""yellow"", ""height"": 5, ""location"": 15, ""selected"": true}, {""color"": ""yellow"", ""height"": 3, ""location"": 5, ""selected"": true}, {""color"": ""blue"", ""height"": 4, ""location"": 4, ""selected"": true}]",ngā rākau
a383e6d3-3459-4f1f-b928-bbe9ecaf7a21,3.421554168830135,3,"[{""color"": ""blue"", ""height"": 8, ""location"": 2, ""selected"": true}, {""color"": ""blue"", ""height"": 9, ""location"": 1, ""selected"": true}, {""color"": ""brown"", ""height"": 8, ""location"": 5, ""selected"": true}]",ngā rākau
3384f32d-5764-46d5-aa8b-e33aa404d4ce,3.0,2,"[{""color"": ""black"", ""height"": 5, ""location"": 1, ""selected"": false}, {""color"": ""white"", ""height"": 6, ""location"": 16, ""selected"": true}]",te rākau mā
c26646db-3e36-4e8d-8652-264ec4d917cb,3.421554168830135,3,"[{""color"": ""black"", ""height"": 8, ""location"": 20, ""selected"": false}, {""color"": ""black"", ""height"": 8, ""location"": 3, ""selected"": true}, {""color"": ""blue"", ""height"": 3, ""location"": 10, ""selected"": false}]",te rākau pango kei te taha mauī
bf98da98-1f44-4846-ac31-ec68363e296b,3.0,2,"[{""color"": ""black"", ""height"": 6, ""location"": 8, ""selected"": true}, {""color"": ""pink"", ""height"": 2, ""location"": 17, ""selected"": true}]",ngā rākau
bf6f203e-46d7-4c8e-94b1-32d532f606e6,4.088220835496802,3,"[{""color"": ""black"", ""height"": 10, ""location"": 15, ""selected"": true}, {""color"": ""green"", ""height"": 10, ""location"": 19, ""selected"": false}, {""color"": ""brown"", ""height"": 4, ""location"": 13, ""selected"": true}]",te rākau parauri me te rākau pango
6d9f905d-04ea-4dfb-9315-e3f7e7572cf7,4.088220835496802,3,"[{""color"": ""green"", ""height"": 6, ""location"": 13, ""selected"": false}, {""color"": ""black"", ""height"": 6, ""location"": 12, ""selected"": true}, {""color"": ""blue"", ""height"": 1, ""location"": 2, ""selected"": false}]",te rākau pango
6ac02927-95bc-49e5-91ba-ac2f3fdbb42b,3.0,2,"[{""color"": ""red"", ""height"": 10, ""location"": 9, ""selected"": false}, {""color"": ""blue"", ""height"": 1, ""location"": 13, ""selected"": true}]",te rākau iti
353c47a1-5ce2-4cdd-8550-cb9af1d2b291,3.0,2,"[{""color"": ""pink"", ""height"": 1, ""location"": 7, ""selected"": true}, {""color"": ""green"", ""height"": 2, ""location"": 20, ""selected"": false}]",te rākau māwhero
0edb394f-017e-4848-9c6c-3340e12adbbd,3.0,2,"[{""color"": ""yellow"", ""height"": 3, ""location"": 15, ""selected"": true}, {""color"": ""white"", ""height"": 5, ""location"": 13, ""selected"": true}]",ngā rākau
b0607963-6f91-4953-bbd6-d4283cc1bee3,3.0,2,"[{""color"": ""blue"", ""height"": 4, ""location"": 17, ""selected"": true}, {""color"": ""black"", ""height"": 8, ""location"": 2, ""selected"": true}]",ngā rākau
f083a4c9-e8a5-45c6-b296-f11c6df42135,3.0,2,"[{""color"": ""black"", ""height"": 4, ""location"": 2, ""selected"": true}, {""color"": ""white"", ""height"": 7, ""location"": 3, ""selected"": false}]",te rākau pango
3bd67dd2-71dd-4a94-ba29-32867b43d09e,3.0,2,"[{""color"": ""white"", ""height"": 2, ""location"": 10, ""selected"": false}, {""color"": ""green"", ""height"": 1, ""location"": 8, ""selected"": true}]",te rākau kākāriki
c8dfe66f-d55d-4e08-bacf-1886f303cfec,3.0,2,"[{""color"": ""brown"", ""height"": 7, ""location"": 17, ""selected"": true}, {""color"": ""white"", ""height"": 3, ""location"": 8, ""selected"": true}]",ngā rākau
8dc17471-aec5-4481-912f-90a169dae6e4,3.0,2,"[{""color"": ""white"", ""height"": 2, ""location"": 10, ""selected"": false}, {""color"": ""pink"", ""height"": 10, ""location"": 9, ""selected"": true}]",te rākau māwhero
c567a0db-ac66-422e-a3e1-751ee5e8fbb7,3.0,2,"[{""color"": ""brown"", ""height"": 1, ""location"": 13, ""selected"": true}, {""color"": ""white"", ""height"": 8, ""location"": 15, ""selected"": true}]",ngā rākau
97a3621e-8567-4d98-b31e-35f92675eeeb,3.0,2,"[{""color"": ""brown"", ""height"": 10, ""location"": 1, ""selected"": true}, {""color"": ""black"", ""height"": 1, ""location"": 3, ""selected"": false}]",te rākau parauri
3308556d-a543-43d1-a050-b1f5e3a8b62b,3.0,2,"[{""color"": ""pink"", ""height"": 5, ""location"": 12, ""selected"": true}, {""color"": ""blue"", ""height"": 9, ""location"": 18, ""selected"": true}]",ngā rākau
8df4a60c-6c8b-4a9c-bf48-900016d5f592,3.0,2,"[{""color"": ""blue"", ""height"": 1, ""location"": 10, ""selected"": true}, {""color"": ""green"", ""height"": 3, ""location"": 11, ""selected"": true}]",ngā rākau
2dfd9d06-d236-43bc-82c3-848f0bda6939,3.0,2,"[{""color"": ""pink"", ""height"": 8, ""location"": 8, ""selected"": true}, {""color"": ""red"", ""height"": 4, ""location"": 11, ""selected"": true}]",ngā rākau
